"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
40,13," Prof-specialty"," Black"," Female",40," <=50K"," Seperated"," Post-Graduate"," Private"," Other"
27,12," Prof-specialty"," White"," Female",34," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
49,12," Protective-serv"," White"," Male",58," <=50K"," Maried"," Bachelors"," Private"," United-States"
51,12," Craft-repair"," White"," Male",40," >50K"," Maried"," Bachelors"," Private"," United-States"
63,12," Adm-clerical"," Black"," Male",21," <=50K"," Maried"," School"," Self employed"," United-States"
36,10," Craft-repair"," White"," Male",31," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
24,9," Craft-repair"," White"," Male",49," <=50K"," Unmaried"," School"," Private"," United-States"
23,6," Handlers-cleaners"," White"," Male",35," <=50K"," Unmaried"," School"," Private"," Other"
20,3," Handlers-cleaners"," White"," Male",35," <=50K"," Unmaried"," School"," Private"," Other"
41,15," Exec-managerial"," White"," Male",48," >50K"," Maried"," School"," Self employed"," United-States"
44,9," Sales"," Black"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
45,13," Exec-managerial"," White"," Male",55," >50K"," Maried"," Bachelors"," Gov"," United-States"
28,12," Exec-managerial"," White"," Male",39," >50K"," Maried"," Bachelors"," Private"," United-States"
45,8," Craft-repair"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
41,13," Other-service"," White"," Female",39," >50K"," Seperated"," Bachelors"," Self employed"," United-States"
19,9," Tech-support"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
21,8," Craft-repair"," White"," Male",39," <=50K"," Unmaried"," School"," Gov"," United-States"
47,12," Other-service"," White"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
42,12," Transport-moving"," White"," Male",43," >50K"," Maried"," Bachelors"," Without-pay"," United-States"
20,7," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
17,7," Other-service"," Black"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
43,8," Handlers-cleaners"," White"," Male",49," >50K"," Maried"," School"," Private"," United-States"
36,9," Adm-clerical"," Asian-Pac-Islander"," Female",39," <=50K"," Seperated"," School"," Private"," Other"
20,3," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
23,10," Protective-serv"," White"," Male",44," >50K"," Maried"," School"," Self employed"," United-States"
46,9," Machine-op-inspct"," White"," Male",40," <=50K"," Maried"," School"," Private"," United-States"
51,6," Other-service"," White"," Female",34," <=50K"," Seperated"," School"," Private"," Other"
52,9," Exec-managerial"," White"," Female",44," >50K"," Seperated"," School"," Private"," United-States"
55,8," Adm-clerical"," White"," Female",39," <=50K"," Widowed"," School"," Private"," Other"
25,7," Transport-moving"," White"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
43,13," Prof-specialty"," Asian-Pac-Islander"," Male",59," <=50K"," Maried"," Bachelors"," Self employed"," Other"
19,2," Handlers-cleaners"," White"," Male",15," <=50K"," Unmaried"," School"," Private"," Other"
40,3," Machine-op-inspct"," White"," Male",43," >50K"," Maried"," School"," Private"," United-States"
34,6," Adm-clerical"," White"," Female",35," <=50K"," Unmaried"," School"," Private"," United-States"
40,12," Craft-repair"," White"," Male",39," >50K"," Maried"," Assoc_Degree"," Gov"," United-States"
43,13," Prof-specialty"," White"," Male",57," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
41,12," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," Bachelors"," Private"," United-States"
41,12," Machine-op-inspct"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
38,8," Farming-fishing"," White"," Male",56," <=50K"," Maried"," School"," Self employed"," United-States"
32,10," Craft-repair"," Amer-Indian-Eskimo"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
29,11," Adm-clerical"," Black"," Female",40," <=50K"," Seperated"," Assoc_Degree"," Gov"," United-States"
42,12," Exec-managerial"," White"," Female",35," <=50K"," Maried"," Bachelors"," Gov"," United-States"
45,3," Exec-managerial"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
24,4," Farming-fishing"," White"," Female",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
30,12," Farming-fishing"," White"," Male",45," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
59,8," Sales"," Black"," Female",33," <=50K"," Widowed"," School"," Private"," United-States"
51,9," Handlers-cleaners"," White"," Male",44," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
37,8," Prof-specialty"," White"," Male",75," >50K"," Maried"," School"," Private"," United-States"
45,15," Prof-specialty"," White"," Male",58," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
29,12," Prof-specialty"," Asian-Pac-Islander"," Female",40," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
65,8," Adm-clerical"," Asian-Pac-Islander"," Female",18," <=50K"," Seperated"," School"," Private"," United-States"
30,14," Prof-specialty"," Black"," Male",44," <=50K"," Maried"," Bachelors"," Private"," United-States"
53,9," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
32,9," Craft-repair"," Black"," Male",33," <=50K"," Seperated"," School"," Private"," United-States"
42,12," Prof-specialty"," White"," Male",39," >50K"," Maried"," Bachelors"," Private"," United-States"
21,10," Sales"," Asian-Pac-Islander"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
38,13," Sales"," White"," Female",35," <=50K"," Maried"," Post-Graduate"," Private"," United-States"
45,9," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
43,8," Transport-moving"," Black"," Male",55," <=50K"," Maried"," School"," Private"," United-States"
42,10," Craft-repair"," White"," Female",43," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
51,13," Sales"," White"," Male",57," >50K"," Maried"," Bachelors"," Self employed"," United-States"
23,12," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
26,9," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
28,12," Other-service"," White"," Female",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
22,9," Adm-clerical"," White"," Female",34," <=50K"," Unmaried"," School"," Gov"," United-States"
45,8," Sales"," White"," Male",42," <=50K"," Maried"," School"," Self employed"," United-States"
63,13," Sales"," Amer-Indian-Eskimo"," Female",34," >50K"," Seperated"," Post-Graduate"," Without-pay"," United-States"
55,9," Other-service"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
16,7," Other-service"," White"," Female",35," <=50K"," Unmaried"," School"," Private"," United-States"
41,8," Handlers-cleaners"," White"," Male",55," <=50K"," Maried"," School"," Private"," United-States"
52,6," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
59,5," Sales"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
81,14," Exec-managerial"," White"," Male",43," <=50K"," Seperated"," Post-Graduate"," Private"," United-States"
47,13," Prof-specialty"," Asian-Pac-Islander"," Female",8," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
17,9," Other-service"," White"," Male",33," <=50K"," Unmaried"," School"," Private"," United-States"
27,10," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
74,10," Other-service"," White"," Female",35," <=50K"," Widowed"," School"," Private"," United-States"
20,12," Prof-specialty"," Black"," Female",30," <=50K"," Seperated"," Bachelors"," Private"," United-States"
79,12," Exec-managerial"," White"," Female",20," <=50K"," Widowed"," Bachelors"," Self employed"," United-States"
21,7," Handlers-cleaners"," Black"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
67,14," Exec-managerial"," White"," Male",40," <=50K"," Maried"," Post-Graduate"," Private"," Other"
31,9," Machine-op-inspct"," White"," Female",34," <=50K"," Maried"," School"," Private"," Other"
54,5," Sales"," White"," Male",44," <=50K"," Maried"," School"," Private"," Other"
54,4," Other-service"," White"," Male",39," >50K"," Maried"," School"," Self employed"," Other"
41,14," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
40,12," Prof-specialty"," White"," Female",34," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
34,15," Prof-specialty"," Black"," Female",40," <=50K"," Seperated"," Bachelors"," Private"," United-States"
37,8," Other-service"," White"," Female",10," <=50K"," Maried"," School"," Private"," United-States"
61,9," Handlers-cleaners"," Black"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
44,12," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," Other"
21,10," Sales"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
25,9," Other-service"," Black"," Female",33," <=50K"," Unmaried"," School"," Gov"," United-States"
45,13," Prof-specialty"," White"," Male",64," >50K"," Maried"," Bachelors"," Gov"," United-States"
50,9," Other-service"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
67,12," Adm-clerical"," White"," Male",45," >50K"," Maried"," Bachelors"," Self employed"," United-States"
42,12," Prof-specialty"," White"," Male",39," >50K"," Maried"," Bachelors"," Private"," United-States"
51,8," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
46,6," Sales"," Black"," Female",39," <=50K"," Widowed"," Post-Graduate"," Private"," United-States"
29,10," Prof-specialty"," Asian-Pac-Islander"," Male",57," <=50K"," Unmaried"," Post-Graduate"," Gov"," Other"
61,8," Protective-serv"," White"," Male",49," >50K"," Maried"," School"," Without-pay"," United-States"
61,15," Prof-specialty"," Amer-Indian-Eskimo"," Male",61," >50K"," Seperated"," Bachelors"," Private"," United-States"
35,12," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Private"," United-States"
21,12," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
21,9," Adm-clerical"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
49,8," Adm-clerical"," White"," Male",56," <=50K"," Maried"," School"," Private"," United-States"
22,3," Other-service"," Asian-Pac-Islander"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
25,6," Other-service"," Black"," Female",10," <=50K"," Unmaried"," School"," Private"," United-States"
40,12," Prof-specialty"," White"," Male",49," >50K"," Maried"," Bachelors"," Self employed"," United-States"
19,7," Handlers-cleaners"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,9," Transport-moving"," White"," Male",44," <=50K"," Unmaried"," School"," Self employed"," United-States"
43,9," Adm-clerical"," Black"," Female",40," <=50K"," Seperated"," School"," Gov"," United-States"
39,8," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
19,8," Adm-clerical"," White"," Female",35," <=50K"," Widowed"," School"," Private"," United-States"
40,12," Handlers-cleaners"," White"," Male",39," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
67,9," Prof-specialty"," White"," Male",49," >50K"," Maried"," School"," Self employed"," United-States"
39,9," Craft-repair"," Black"," Male",49," >50K"," Seperated"," School"," Private"," United-States"
44,13," Adm-clerical"," White"," Male",49," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
37,9," Craft-repair"," White"," Female",39," >50K"," Widowed"," School"," Private"," United-States"
20,8," Other-service"," White"," Male",58," <=50K"," Maried"," School"," Self employed"," United-States"
31,8," Other-service"," White"," Female",40," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
43,9," Adm-clerical"," Asian-Pac-Islander"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
40,12," Adm-clerical"," Black"," Male",39," <=50K"," Maried"," Bachelors"," Gov"," United-States"
44,8," Exec-managerial"," White"," Male",42," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
26,10," Craft-repair"," White"," Female",44," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
24,10," Protective-serv"," Black"," Female",30," <=50K"," Unmaried"," School"," Gov"," United-States"
35,8," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," Other"
50,8," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
38,9," Exec-managerial"," White"," Female",54," <=50K"," Unmaried"," School"," Private"," United-States"
27,9," Handlers-cleaners"," Black"," Male",43," <=50K"," Unmaried"," School"," Private"," Other"
27,12," Prof-specialty"," White"," Male",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
22,3," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
46,14," Exec-managerial"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
45,8," Transport-moving"," Amer-Indian-Eskimo"," Male",49," >50K"," Maried"," School"," Private"," United-States"
37,9," Adm-clerical"," White"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
31,9," Adm-clerical"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
54,10," Exec-managerial"," Black"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
44,12," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
42,13," Exec-managerial"," White"," Male",39," >50K"," Seperated"," Bachelors"," Gov"," United-States"
56,10," Adm-clerical"," White"," Female",44," >50K"," Maried"," School"," Gov"," United-States"
24,9," Craft-repair"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," School"," Gov"," Other"
47,12," Adm-clerical"," White"," Female",44," >50K"," Maried"," Bachelors"," Gov"," United-States"
51,10," Craft-repair"," White"," Male",43," <=50K"," Maried"," School"," Private"," United-States"
27,3," Transport-moving"," White"," Female",39," <=50K"," Unmaried"," School"," Unemployed"," United-States"
50,9," Adm-clerical"," Other"," Female",39," <=50K"," Maried"," School"," Gov"," United-States"
33,8," Craft-repair"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
45,12," Prof-specialty"," White"," Male",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
63,9," Sales"," Black"," Male",44," >50K"," Maried"," School"," Self employed"," United-States"
18,10," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
37,9," Adm-clerical"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
52,3," Other-service"," Black"," Female",43," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
45,15," Farming-fishing"," White"," Male",65," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
38,14," Sales"," White"," Male",43," >50K"," Maried"," Bachelors"," Self employed"," United-States"
25,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
56,3," Farming-fishing"," White"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
26,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
38,12," Sales"," White"," Male",58," >50K"," Maried"," Bachelors"," Private"," United-States"
22,6," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
34,12," Prof-specialty"," White"," Female",67," <=50K"," Maried"," School"," Self employed"," United-States"
20,10," Adm-clerical"," Black"," Female",28," <=50K"," Widowed"," School"," Private"," United-States"
49,11," Adm-clerical"," White"," Male",39," >50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
42,12," Prof-specialty"," Black"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
29,8," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
43,6," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," Other"
18,8," Handlers-cleaners"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
50,8," Sales"," White"," Male",29," <=50K"," Maried"," School"," Private"," United-States"
20,7," Other-service"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
27,12," Sales"," White"," Female",58," <=50K"," Unmaried"," Bachelors"," Private"," Other"
37,12," Other-service"," White"," Female",39," >50K"," Seperated"," Assoc_Degree"," Gov"," United-States"
38,16," Prof-specialty"," White"," Male",40," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
22,9," Other-service"," White"," Female",40," <=50K"," Unmaried"," School"," Private"," United-States"
46,9," Adm-clerical"," White"," Male",20," >50K"," Maried"," School"," Self employed"," United-States"
40,12," Sales"," White"," Male",62," >50K"," Unmaried"," Assoc_Degree"," Self employed"," United-States"
17,9," Craft-repair"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
49,9," Sales"," Asian-Pac-Islander"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
41,8," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
63,10," Craft-repair"," White"," Male",43," <=50K"," Maried"," School"," Self employed"," United-States"
49,16," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
42,6," Handlers-cleaners"," Black"," Male",61," <=50K"," Unmaried"," School"," Self employed"," United-States"
20,10," Handlers-cleaners"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
36,9," Exec-managerial"," White"," Male",43," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
43,7," Machine-op-inspct"," Other"," Female",39," >50K"," Maried"," School"," Private"," United-States"
30,10," Transport-moving"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
24,12," Adm-clerical"," White"," Male",43," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
41,13," Prof-specialty"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Private"," United-States"
21,9," Handlers-cleaners"," White"," Female",35," <=50K"," Unmaried"," School"," Private"," United-States"
25,12," Adm-clerical"," White"," Female",56," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
44,11," Adm-clerical"," White"," Male",50," >50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
48,9," Protective-serv"," Black"," Female",39," <=50K"," Seperated"," School"," Self employed"," United-States"
44,12," Adm-clerical"," White"," Female",44," >50K"," Maried"," Bachelors"," Private"," United-States"
41,14," Prof-specialty"," White"," Male",60," >50K"," Maried"," Bachelors"," Self employed"," United-States"
32,9," Prof-specialty"," Asian-Pac-Islander"," Male",48," <=50K"," Unmaried"," School"," Private"," United-States"
17,6," Other-service"," White"," Male",49," <=50K"," Unmaried"," School"," Private"," United-States"
42,9," Machine-op-inspct"," White"," Male",19," <=50K"," Maried"," School"," Private"," United-States"
50,12," Adm-clerical"," Black"," Male",55," >50K"," Unmaried"," Bachelors"," Gov"," United-States"
33,12," Other-service"," Asian-Pac-Islander"," Male",39," <=50K"," Maried"," Bachelors"," Self employed"," Other"
33,12," Farming-fishing"," White"," Male",60," <=50K"," Unmaried"," School"," Self employed"," United-States"
34,6," Craft-repair"," White"," Male",44," <=50K"," Unmaried"," School"," Private"," United-States"
43,3," Sales"," Other"," Female",35," <=50K"," Maried"," School"," Private"," Other"
21,14," Prof-specialty"," Asian-Pac-Islander"," Female",40," <=50K"," Seperated"," Post-Graduate"," Gov"," Other"
40,9," Adm-clerical"," Black"," Female",21," <=50K"," Maried"," School"," Private"," United-States"
36,3," Other-service"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," Other"
29,7," Prof-specialty"," White"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
16,10," Adm-clerical"," White"," Male",60," <=50K"," Unmaried"," School"," Private"," United-States"
43,9," Protective-serv"," White"," Male",49," <=50K"," Maried"," School"," Gov"," United-States"
53,3," Farming-fishing"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
44,9," Adm-clerical"," White"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
23,8," Adm-clerical"," Black"," Male",39," <=50K"," Widowed"," School"," Private"," United-States"
56,10," Sales"," White"," Male",57," >50K"," Maried"," Assoc_Degree"," Gov"," United-States"
23,9," Other-service"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
41,8," Handlers-cleaners"," White"," Male",29," >50K"," Maried"," School"," Private"," United-States"
34,9," Craft-repair"," Black"," Male",42," >50K"," Maried"," School"," Gov"," United-States"
40,9," Prof-specialty"," White"," Female",29," <=50K"," Maried"," School"," Self employed"," United-States"
25,12," Prof-specialty"," White"," Male",33," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
55,9," Craft-repair"," Black"," Female",29," <=50K"," Maried"," School"," Private"," United-States"
26,7," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
47,8," Transport-moving"," Black"," Male",66," <=50K"," Maried"," School"," Self employed"," United-States"
49,11," Adm-clerical"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
43,11," Adm-clerical"," White"," Male",43," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
51,9," Exec-managerial"," Asian-Pac-Islander"," Male",39," <=50K"," Seperated"," School"," Private"," Other"
72,5," Craft-repair"," White"," Female",44," <=50K"," Unmaried"," School"," Private"," Other"
64,14," Prof-specialty"," White"," Male",43," >50K"," Unmaried"," Post-Graduate"," Self employed"," United-States"
46,8," Transport-moving"," White"," Female",48," <=50K"," Unmaried"," School"," Private"," United-States"
55,9," Adm-clerical"," Amer-Indian-Eskimo"," Female",29," <=50K"," Maried"," School"," Gov"," United-States"
41,8," Exec-managerial"," Asian-Pac-Islander"," Male",30," <=50K"," Maried"," School"," Without-pay"," United-States"
24,13," Prof-specialty"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
24,8," Adm-clerical"," White"," Female",35," <=50K"," Unmaried"," School"," Private"," Other"
57,15," Farming-fishing"," White"," Male",44," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
37,10," Other-service"," Black"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
70,13," Adm-clerical"," Black"," Female",34," <=50K"," Widowed"," Post-Graduate"," Gov"," United-States"
37,9," Exec-managerial"," White"," Female",36," >50K"," Maried"," School"," Private"," United-States"
41,9," Craft-repair"," White"," Male",39," <=50K"," Seperated"," School"," Private"," Other"
33,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,8," Prof-specialty"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,3," Transport-moving"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
44,8," Adm-clerical"," White"," Female",39," <=50K"," Maried"," School"," Private"," Other"
24,13," Prof-specialty"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
39,10," Craft-repair"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
52,8," Transport-moving"," Amer-Indian-Eskimo"," Male",58," <=50K"," Maried"," School"," Gov"," United-States"
33,12," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
20,6," Handlers-cleaners"," Asian-Pac-Islander"," Female",17," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
47,8," Craft-repair"," White"," Male",20," <=50K"," Maried"," School"," Private"," United-States"
47,6," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
48,12," Adm-clerical"," White"," Female",35," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
47,8," Other-service"," Other"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
47,16," Prof-specialty"," White"," Male",66," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
19,10," Farming-fishing"," Asian-Pac-Islander"," Female",18," <=50K"," Unmaried"," School"," Private"," United-States"
65,9," Farming-fishing"," White"," Male",77," <=50K"," Maried"," School"," Self employed"," United-States"
56,9," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
25,9," Other-service"," Asian-Pac-Islander"," Male",49," <=50K"," Unmaried"," School"," Self employed"," Other"
28,4," Machine-op-inspct"," White"," Male",39," >50K"," Seperated"," School"," Private"," Other"
54,12," Exec-managerial"," White"," Male",44," >50K"," Maried"," Bachelors"," Self employed"," Other"
21,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," Other"
40,12," Adm-clerical"," White"," Male",62," >50K"," Maried"," Bachelors"," Gov"," United-States"
35,12," Tech-support"," White"," Male",49," >50K"," Unmaried"," Bachelors"," Private"," United-States"
48,11," Adm-clerical"," White"," Male",30," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
46,11," Machine-op-inspct"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
47,12," Prof-specialty"," White"," Male",59," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
37,15," Exec-managerial"," White"," Male",54," >50K"," Maried"," Bachelors"," Private"," United-States"
36,8," Craft-repair"," White"," Male",55," >50K"," Maried"," School"," Private"," United-States"
41,12," Prof-specialty"," White"," Male",58," >50K"," Maried"," Bachelors"," Private"," United-States"
49,13," Exec-managerial"," White"," Male",59," >50K"," Maried"," Bachelors"," Private"," United-States"
40,6," Other-service"," White"," Female",35," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
46,8," Machine-op-inspct"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
25,10," Prof-specialty"," White"," Male",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
54,12," Prof-specialty"," White"," Female",35," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
39,9," Tech-support"," White"," Female",49," <=50K"," Seperated"," School"," Private"," United-States"
45,8," Other-service"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
55,8," Protective-serv"," Black"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
42,9," Adm-clerical"," White"," Female",44," >50K"," Maried"," School"," Private"," United-States"
45,4," Transport-moving"," White"," Male",36," <=50K"," Unmaried"," School"," Private"," United-States"
22,6," Adm-clerical"," Other"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
40,9," Adm-clerical"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
19,7," Other-service"," White"," Male",66," <=50K"," Unmaried"," School"," Private"," United-States"
50,8," Craft-repair"," White"," Male",29," <=50K"," Seperated"," School"," Private"," United-States"
25,13," Prof-specialty"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
40,12," Prof-specialty"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," Other"
45,9," Prof-specialty"," White"," Male",84," >50K"," Maried"," School"," Self employed"," United-States"
60,8," Farming-fishing"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
58,15," Prof-specialty"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
41,8," Other-service"," Black"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
38,8," Craft-repair"," White"," Male",39," <=50K"," Widowed"," School"," Private"," United-States"
50,12," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
44,9," Transport-moving"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
28,12," Protective-serv"," Black"," Male",29," <=50K"," Maried"," Bachelors"," Gov"," United-States"
72,13," Exec-managerial"," White"," Male",43," >50K"," Maried"," Post-Graduate"," Private"," United-States"
51,8," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
52,16," Prof-specialty"," White"," Female",40," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
45,12," Adm-clerical"," Asian-Pac-Islander"," Female",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
20,4," Handlers-cleaners"," White"," Male",21," <=50K"," Unmaried"," School"," Private"," United-States"
44,12," Adm-clerical"," White"," Male",36," <=50K"," Maried"," Bachelors"," Private"," United-States"
69,14," Sales"," White"," Male",54," >50K"," Maried"," School"," Private"," United-States"
55,9," Farming-fishing"," White"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
47,13," Exec-managerial"," White"," Male",58," <=50K"," Maried"," Bachelors"," Gov"," United-States"
